scenario,sector,region,technology,sub_technology,year,lcoe
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2018.0,71.70483338
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2019.0,71.40715057
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2020.0,71.10724771
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2021.0,70.80540548
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2022.0,70.50188893
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2023.0,70.19701204
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2024.0,69.89107281
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2025.0,69.584422
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2026.0,69.27753098
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2027.0,68.97111377
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2028.0,68.66631211
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2029.0,68.36487553
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2030.0,68.06910677
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2031.0,67.78134123
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2032.0,67.50322625
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2033.0,67.23541491
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2034.0,66.97777217
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2035.0,66.72973192
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2036.0,66.49056259
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2037.0,66.25951117
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2038.0,66.03591766
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2039.0,65.81910422
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2040.0,65.60847877
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2041.0,65.40352124
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2042.0,65.20377239
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2043.0,65.0088248
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2044.0,64.81831539
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2045.0,64.63191929
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2046.0,64.44934471
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2047.0,64.27032865
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2048.0,64.0946333
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2049.0,63.92204294
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2050.0,63.75236134
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2051.0,63.58540953
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2052.0,63.42102386
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2053.0,63.25905434
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2054.0,63.09936318
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2055.0,62.94182357
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2056.0,62.78631851
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2057.0,62.63273993
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2058.0,62.48098775
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2059.0,62.3309692
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2060.0,62.18259812
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2061.0,62.03579435
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2062.0,61.89048326
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2063.0,61.74659521
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2064.0,61.6040652
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2065.0,61.46372578
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2066.0,61.32571588
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2067.0,61.18997311
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2068.0,61.05643808
Oxford - slow_transition,Power,World,Renewables,Bioenergy,2069.0,60.92506474
Oxford - slow_transition,Fossil Fuels,World,Oil,,2018.0,40.53833845
Oxford - slow_transition,Fossil Fuels,World,Oil,,2019.0,39.24743823
Oxford - slow_transition,Fossil Fuels,World,Oil,,2020.0,38.1880787
Oxford - slow_transition,Fossil Fuels,World,Oil,,2021.0,37.31470715
Oxford - slow_transition,Fossil Fuels,World,Oil,,2022.0,36.59185453
Oxford - slow_transition,Fossil Fuels,World,Oil,,2023.0,35.99160266
Oxford - slow_transition,Fossil Fuels,World,Oil,,2024.0,35.49176512
Oxford - slow_transition,Fossil Fuels,World,Oil,,2025.0,35.07456102
Oxford - slow_transition,Fossil Fuels,World,Oil,,2026.0,34.72563424
Oxford - slow_transition,Fossil Fuels,World,Oil,,2027.0,34.43331845
Oxford - slow_transition,Fossil Fuels,World,Oil,,2028.0,34.18807957
Oxford - slow_transition,Fossil Fuels,World,Oil,,2029.0,33.98208782
Oxford - slow_transition,Fossil Fuels,World,Oil,,2030.0,33.80888583
Oxford - slow_transition,Fossil Fuels,World,Oil,,2031.0,33.66312859
Oxford - slow_transition,Fossil Fuels,World,Oil,,2032.0,33.54037795
Oxford - slow_transition,Fossil Fuels,World,Oil,,2033.0,33.43693882
Oxford - slow_transition,Fossil Fuels,World,Oil,,2034.0,33.34972764
Oxford - slow_transition,Fossil Fuels,World,Oil,,2035.0,33.27616613
Oxford - slow_transition,Fossil Fuels,World,Oil,,2036.0,33.21409482
Oxford - slow_transition,Fossil Fuels,World,Oil,,2037.0,33.16170248
Oxford - slow_transition,Fossil Fuels,World,Oil,,2038.0,33.11746806
Oxford - slow_transition,Fossil Fuels,World,Oil,,2039.0,33.08011291
Oxford - slow_transition,Fossil Fuels,World,Oil,,2040.0,33.04856116
Oxford - slow_transition,Fossil Fuels,World,Oil,,2041.0,33.02190693
Oxford - slow_transition,Fossil Fuels,World,Oil,,2042.0,32.99938695
Oxford - slow_transition,Fossil Fuels,World,Oil,,2043.0,32.98035778
Oxford - slow_transition,Fossil Fuels,World,Oil,,2044.0,32.96427675
Oxford - slow_transition,Fossil Fuels,World,Oil,,2045.0,32.950686
Oxford - slow_transition,Fossil Fuels,World,Oil,,2046.0,32.93919908
Oxford - slow_transition,Fossil Fuels,World,Oil,,2047.0,32.92948976
Oxford - slow_transition,Fossil Fuels,World,Oil,,2048.0,32.92128255
Oxford - slow_transition,Fossil Fuels,World,Oil,,2049.0,32.91434476
Oxford - slow_transition,Fossil Fuels,World,Oil,,2050.0,32.90847984
Oxford - slow_transition,Fossil Fuels,World,Oil,,2051.0,32.90352174
Oxford - slow_transition,Fossil Fuels,World,Oil,,2052.0,32.89933013
Oxford - slow_transition,Fossil Fuels,World,Oil,,2053.0,32.89578645
Oxford - slow_transition,Fossil Fuels,World,Oil,,2054.0,32.89279049
Oxford - slow_transition,Fossil Fuels,World,Oil,,2055.0,32.89025755
Oxford - slow_transition,Fossil Fuels,World,Oil,,2056.0,32.88811604
Oxford - slow_transition,Fossil Fuels,World,Oil,,2057.0,32.88630546
Oxford - slow_transition,Fossil Fuels,World,Oil,,2058.0,32.88477464
Oxford - slow_transition,Fossil Fuels,World,Oil,,2059.0,32.88348036
Oxford - slow_transition,Fossil Fuels,World,Oil,,2060.0,32.88238606
Oxford - slow_transition,Fossil Fuels,World,Oil,,2061.0,32.88146083
Oxford - slow_transition,Fossil Fuels,World,Oil,,2062.0,32.88067855
Oxford - slow_transition,Fossil Fuels,World,Oil,,2063.0,32.88001713
Oxford - slow_transition,Fossil Fuels,World,Oil,,2064.0,32.87945789
Oxford - slow_transition,Fossil Fuels,World,Oil,,2065.0,32.87898505
Oxford - slow_transition,Fossil Fuels,World,Oil,,2066.0,32.87858526
Oxford - slow_transition,Fossil Fuels,World,Oil,,2067.0,32.87824723
Oxford - slow_transition,Fossil Fuels,World,Oil,,2068.0,32.87796142
Oxford - slow_transition,Fossil Fuels,World,Oil,,2069.0,32.87771977
Oxford - slow_transition,Power,World,Coal,Coal,2018.0,60.04294901
Oxford - slow_transition,Power,World,Coal,Coal,2019.0,59.97164921
Oxford - slow_transition,Power,World,Coal,Coal,2020.0,59.90566549
Oxford - slow_transition,Power,World,Coal,Coal,2021.0,59.84459633
Oxford - slow_transition,Power,World,Coal,Coal,2022.0,59.78807129
Oxford - slow_transition,Power,World,Coal,Coal,2023.0,59.73574847
Oxford - slow_transition,Power,World,Coal,Coal,2024.0,59.68731222
Oxford - slow_transition,Power,World,Coal,Coal,2025.0,59.64247107
Oxford - slow_transition,Power,World,Coal,Coal,2026.0,59.60095579
Oxford - slow_transition,Power,World,Coal,Coal,2027.0,59.56251766
Oxford - slow_transition,Power,World,Coal,Coal,2028.0,59.52692683
Oxford - slow_transition,Power,World,Coal,Coal,2029.0,59.4939709
Oxford - slow_transition,Power,World,Coal,Coal,2030.0,59.4634535
Oxford - slow_transition,Power,World,Coal,Coal,2031.0,59.43519309
Oxford - slow_transition,Power,World,Coal,Coal,2032.0,59.40902179
Oxford - slow_transition,Power,World,Coal,Coal,2033.0,59.38478436
Oxford - slow_transition,Power,World,Coal,Coal,2034.0,59.36233719
Oxford - slow_transition,Power,World,Coal,Coal,2035.0,59.34154746
Oxford - slow_transition,Power,World,Coal,Coal,2036.0,59.32229226
Oxford - slow_transition,Power,World,Coal,Coal,2037.0,59.30445788
Oxford - slow_transition,Power,World,Coal,Coal,2038.0,59.28793911
Oxford - slow_transition,Power,World,Coal,Coal,2039.0,59.27263857
Oxford - slow_transition,Power,World,Coal,Coal,2040.0,59.25846614
Oxford - slow_transition,Power,World,Coal,Coal,2041.0,59.24533839
Oxford - slow_transition,Power,World,Coal,Coal,2042.0,59.23317813
Oxford - slow_transition,Power,World,Coal,Coal,2043.0,59.22191387
Oxford - slow_transition,Power,World,Coal,Coal,2044.0,59.21147944
Oxford - slow_transition,Power,World,Coal,Coal,2045.0,59.20181358
Oxford - slow_transition,Power,World,Coal,Coal,2046.0,59.19285956
Oxford - slow_transition,Power,World,Coal,Coal,2047.0,59.18456487
Oxford - slow_transition,Power,World,Coal,Coal,2048.0,59.17688087
Oxford - slow_transition,Power,World,Coal,Coal,2049.0,59.16976254
Oxford - slow_transition,Power,World,Coal,Coal,2050.0,59.16316816
Oxford - slow_transition,Power,World,Coal,Coal,2051.0,59.15705912
Oxford - slow_transition,Power,World,Coal,Coal,2052.0,59.15139966
Oxford - slow_transition,Power,World,Coal,Coal,2053.0,59.14615665
Oxford - slow_transition,Power,World,Coal,Coal,2054.0,59.14129941
Oxford - slow_transition,Power,World,Coal,Coal,2055.0,59.13679953
Oxford - slow_transition,Power,World,Coal,Coal,2056.0,59.1326307
Oxford - slow_transition,Power,World,Coal,Coal,2057.0,59.12876854
Oxford - slow_transition,Power,World,Coal,Coal,2058.0,59.12519047
Oxford - slow_transition,Power,World,Coal,Coal,2059.0,59.12187558
Oxford - slow_transition,Power,World,Coal,Coal,2060.0,59.1188045
Oxford - slow_transition,Power,World,Coal,Coal,2061.0,59.11595928
Oxford - slow_transition,Power,World,Coal,Coal,2062.0,59.11332331
Oxford - slow_transition,Power,World,Coal,Coal,2063.0,59.11088119
Oxford - slow_transition,Power,World,Coal,Coal,2064.0,59.10861865
Oxford - slow_transition,Power,World,Coal,Coal,2065.0,59.10652248
Oxford - slow_transition,Power,World,Coal,Coal,2066.0,59.10458045
Oxford - slow_transition,Power,World,Coal,Coal,2067.0,59.10278122
Oxford - slow_transition,Power,World,Coal,Coal,2068.0,59.10111427
Oxford - slow_transition,Power,World,Coal,Coal,2069.0,59.09956989
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2018.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2019.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2020.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2021.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2022.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2023.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2024.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2025.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2026.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2027.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2028.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2029.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2030.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2031.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2032.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2033.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2034.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2035.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2036.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2037.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2038.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2039.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2040.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2041.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2042.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2043.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2044.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2045.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2046.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2047.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2048.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2049.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2050.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2051.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2052.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2053.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2054.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2055.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2056.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2057.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2058.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2059.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2060.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2061.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2062.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2063.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2064.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2065.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2066.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2067.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2068.0,90.00000025
Oxford - slow_transition,Power,World,Nuclear,Nuclear,2069.0,90.00000025
Oxford - slow_transition,Fossil Fuels,World,Gas,,2018.0,10.95843872
Oxford - slow_transition,Fossil Fuels,World,Gas,,2019.0,11.09080203
Oxford - slow_transition,Fossil Fuels,World,Gas,,2020.0,11.20112379
Oxford - slow_transition,Fossil Fuels,World,Gas,,2021.0,11.29289783
Oxford - slow_transition,Fossil Fuels,World,Gas,,2022.0,11.36912154
Oxford - slow_transition,Fossil Fuels,World,Gas,,2023.0,11.43234712
Oxford - slow_transition,Fossil Fuels,World,Gas,,2024.0,11.48473462
Oxford - slow_transition,Fossil Fuels,World,Gas,,2025.0,11.52810335
Oxford - slow_transition,Fossil Fuels,World,Gas,,2026.0,11.56397967
Oxford - slow_transition,Fossil Fuels,World,Gas,,2027.0,11.59364005
Oxford - slow_transition,Fossil Fuels,World,Gas,,2028.0,11.61814927
Oxford - slow_transition,Fossil Fuels,World,Gas,,2029.0,11.63839363
Oxford - slow_transition,Fossil Fuels,World,Gas,,2030.0,11.6551096
Oxford - slow_transition,Fossil Fuels,World,Gas,,2031.0,11.66890831
Oxford - slow_transition,Fossil Fuels,World,Gas,,2032.0,11.68029624
Oxford - slow_transition,Fossil Fuels,World,Gas,,2033.0,11.68969282
Oxford - slow_transition,Fossil Fuels,World,Gas,,2034.0,11.69744503
Oxford - slow_transition,Fossil Fuels,World,Gas,,2035.0,11.70383983
Oxford - slow_transition,Fossil Fuels,World,Gas,,2036.0,11.70911433
Oxford - slow_transition,Fossil Fuels,World,Gas,,2037.0,11.71346441
Oxford - slow_transition,Fossil Fuels,World,Gas,,2038.0,11.71705183
Oxford - slow_transition,Fossil Fuels,World,Gas,,2039.0,11.72001013
Oxford - slow_transition,Fossil Fuels,World,Gas,,2040.0,11.72244952
Oxford - slow_transition,Fossil Fuels,World,Gas,,2041.0,11.72446092
Oxford - slow_transition,Fossil Fuels,World,Gas,,2042.0,11.72611939
Oxford - slow_transition,Fossil Fuels,World,Gas,,2043.0,11.72748681
Oxford - slow_transition,Fossil Fuels,World,Gas,,2044.0,11.72861422
Oxford - slow_transition,Fossil Fuels,World,Gas,,2045.0,11.72954375
Oxford - slow_transition,Fossil Fuels,World,Gas,,2046.0,11.7303101
Oxford - slow_transition,Fossil Fuels,World,Gas,,2047.0,11.73094192
Oxford - slow_transition,Fossil Fuels,World,Gas,,2048.0,11.73146282
Oxford - slow_transition,Fossil Fuels,World,Gas,,2049.0,11.73189227
Oxford - slow_transition,Fossil Fuels,World,Gas,,2050.0,11.73224631
Oxford - slow_transition,Fossil Fuels,World,Gas,,2051.0,11.7325382
Oxford - slow_transition,Fossil Fuels,World,Gas,,2052.0,11.73277883
Oxford - slow_transition,Fossil Fuels,World,Gas,,2053.0,11.73297722
Oxford - slow_transition,Fossil Fuels,World,Gas,,2054.0,11.73314077
Oxford - slow_transition,Fossil Fuels,World,Gas,,2055.0,11.7332756
Oxford - slow_transition,Fossil Fuels,World,Gas,,2056.0,11.73338676
Oxford - slow_transition,Fossil Fuels,World,Gas,,2057.0,11.73347839
Oxford - slow_transition,Fossil Fuels,World,Gas,,2058.0,11.73355394
Oxford - slow_transition,Fossil Fuels,World,Gas,,2059.0,11.73361622
Oxford - slow_transition,Fossil Fuels,World,Gas,,2060.0,11.73366757
Oxford - slow_transition,Fossil Fuels,World,Gas,,2061.0,11.7337099
Oxford - slow_transition,Fossil Fuels,World,Gas,,2062.0,11.73374479
Oxford - slow_transition,Fossil Fuels,World,Gas,,2063.0,11.73377356
Oxford - slow_transition,Fossil Fuels,World,Gas,,2064.0,11.73379728
Oxford - slow_transition,Fossil Fuels,World,Gas,,2065.0,11.73381683
Oxford - slow_transition,Fossil Fuels,World,Gas,,2066.0,11.73383295
Oxford - slow_transition,Fossil Fuels,World,Gas,,2067.0,11.73384624
Oxford - slow_transition,Fossil Fuels,World,Gas,,2068.0,11.73385719
Oxford - slow_transition,Fossil Fuels,World,Gas,,2069.0,11.73386622
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2018.0,51.55640538
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2019.0,52.84519445
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2020.0,53.93538268
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2021.0,54.85398601
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2022.0,55.6255183
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2023.0,56.2718
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2024.0,56.81197137
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2025.0,57.26263119
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2026.0,57.63804544
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2027.0,57.95038759
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2028.0,58.20998605
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2029.0,58.42556326
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2030.0,58.60445773
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2031.0,58.75282474
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2032.0,58.87581423
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2033.0,58.9777262
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2034.0,59.06214494
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2035.0,59.13205407
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2036.0,59.18993437
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2037.0,59.23784662
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2038.0,59.27750135
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2039.0,59.31031754
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2040.0,59.33747163
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2041.0,59.3599386
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2042.0,59.37852615
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2043.0,59.39390323
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2044.0,59.40662373
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2045.0,59.41714618
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2046.0,59.42585009
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2047.0,59.43304956
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2048.0,59.43900448
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2049.0,59.4439299
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2050.0,59.44800373
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2051.0,59.45137318
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2052.0,59.45416
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2053.0,59.45646491
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2054.0,59.45837124
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2055.0,59.4599479
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2056.0,59.46125189
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2057.0,59.46233037
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2058.0,59.46322234
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2059.0,59.46396004
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2060.0,59.46457015
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2061.0,59.46507475
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2062.0,59.46549208
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2063.0,59.46583723
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2064.0,59.46612268
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2065.0,59.46635876
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2066.0,59.46655401
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2067.0,59.4667155
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2068.0,59.46684905
Oxford - slow_transition,Power,World,Natural gas,Gas CCGT,2069.0,59.4669595
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2018.0,7.837004729
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2019.0,7.826534955
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2020.0,7.816564948
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2021.0,7.807070276
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2022.0,7.798027752
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2023.0,7.789415369
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2024.0,7.781212235
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2025.0,7.773398511
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2026.0,7.765955355
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2027.0,7.758864868
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2028.0,7.752110048
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2029.0,7.745674736
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2030.0,7.739543578
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2031.0,7.733701977
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2032.0,7.728136059
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2033.0,7.722832631
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2034.0,7.717779148
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2035.0,7.712963683
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2036.0,7.708374886
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2037.0,7.704001965
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2038.0,7.699834652
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2039.0,7.695863177
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2040.0,7.692078243
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2041.0,7.688471005
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2042.0,7.685033042
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2043.0,7.681756343
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2044.0,7.678633278
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2045.0,7.675656587
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2046.0,7.672819357
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2047.0,7.670115007
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2048.0,7.66753727
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2049.0,7.665080178
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2050.0,7.66273805
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2051.0,7.660505474
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2052.0,7.658377297
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2053.0,7.656348609
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2054.0,7.654414735
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2055.0,7.652571222
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2056.0,7.650813827
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2057.0,7.64913851
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2058.0,7.64754142
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2059.0,7.646018889
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2060.0,7.644567422
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2061.0,7.643183692
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2062.0,7.641864524
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2063.0,7.640606896
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2064.0,7.639407928
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2065.0,7.638264875
Oxford - slow_transition,Fossil Fuels,World,Coal,Coal,2066.0,7.637175122
